,RUL-predicted
2002,187.5975
2003,178.725
2004,191.91
2005,188.125
2006,196.975
2007,176.6475
2008,182.01
2009,185.385
2010,193.025
2011,176.24
2012,171.6275
2013,168.7175
2014,201.3475
2015,173.665
2016,167.585
2017,184.045
2018,168.8225
2019,174.525
2020,160.7675
2021,177.5475
2022,177.445
2023,165.9525
2024,162.1075
2025,167.005
2026,182.3675
2027,169.735
2028,164.065
2029,162.8575
2030,164.0825
2031,153.825
2032,148.09
2033,156.0875
2034,166.1325
2035,157.4325
2036,150.155
2037,156.51
2038,140.4175
2039,151.91
2040,147.3975
2041,141.3025
2042,146.005
2043,150.095
2044,139.1375
2045,131.6525
2046,145.745
2047,132.09
2048,141.015
2049,151.415
2050,137.5325
2051,143.235
2052,149.39
2053,164.795
2054,143.44
2055,162.2825
2056,131.5225
2057,135.57
2058,121.5
2059,134.4875
2060,142.22
2061,141.3175
2062,157.6625
2063,114.4125
2064,126.665
2065,115.0525
2066,144.55
2067,123.4225
2068,99.39
2069,123.7575
2070,110.68
2071,137.4525
2072,121.8225
2073,112.9825
2074,134.6225
2075,107.6225
2076,115.12
2077,127.195
2078,112.8425
2079,112.275
2080,124.47
2081,126.4525
2082,114.6075
2083,128.875
2084,102.085
2085,124.3075
2086,112.7975
2087,122.755
2088,101.7125
2089,123.7475
2090,113.63
2091,106.495
2092,116.145
2093,111.3775
2094,103.6775
2095,91.4825
2096,105.285
2097,106.545
2098,107.2175
2099,88.6525
2100,88.9525
2101,88.645
2102,90.065
2103,83.775
2104,93.11
2105,88.7675
2106,87.475
2107,82.165
2108,51.485
2109,72.95
2110,90.56
2111,63.03
2112,71.3025
2113,84.8825
2114,65.98
2115,60.5375
2116,217.6075
2117,215.745
2118,214.855
2119,212.58
2120,223.73
2121,231.985
2122,206.9625
2123,234.895
2124,217.1125
2125,212.835
2126,204.8225
2127,209.685
2128,220.8125
2129,187.14
2130,203.5975
2131,204.47
2132,191.485
2133,203.67
2134,206.5475
2135,215.9675
2136,211.0775
2137,204.7375
2138,188.2725
2139,211.5
2140,192.2925
2141,205.5725
2142,198.6675
2143,196.14
2144,206.4275
2145,209.6575
2146,194.895
2147,180.0875
2148,197.8975
2149,197.24
2150,181.505
2151,178.8925
2152,185.5025
2153,178.69
2154,170.695
2155,178.585
2156,185.09
2157,187.7325
2158,187.4725
2159,189.805
2160,196.1625
2161,190.2425
2162,184.39
2163,169.4275
2164,178.425
2165,178.7275
2166,168.1325
2167,166.095
2168,166.9275
2169,167.7075
2170,168.82
2171,159.305
2172,165.5025
2173,169.16
2174,159.265
2175,151.955
2176,165.54
2177,162.785
2178,155.04
2179,177.2625
2180,169.7725
2181,179.775
2182,146.855
2183,171.855
2184,145.56
2185,166.0025
2186,170.505
2187,165.1325
2188,152.255
2189,154.6475
2190,148.87
2191,143.915
2192,146.4075
2193,176.7625
2194,146.3925
2195,146.78
2196,137.5625
2197,177.45
2198,129.6325
2199,135.53
2200,146.0175
2201,158.9125
2202,136.5025
2203,150.9025
2204,147.88
2205,148.095
2206,137.2925
2207,135.6625
2208,127.31
2209,133.7225
2210,141.0275
2211,133.3875
2212,140.325
2213,153.4925
2214,133.495
2215,132.3625
2216,134.35
2217,135.6875
2218,136.0275
2219,111.815
2220,149.49
2221,104.2875
2222,112.1075
2223,122.9575
2224,132.35
2225,116.0625
2226,152.0875
2227,133.645
2228,130.5125
2229,124.9625
2230,118.36
2231,124.92
2232,119.95
2233,118.0675
2234,116.85
2235,138.1025
2236,130.74
2237,140.46
2238,122.89
2239,114.1075
2240,103.0175
2241,113.3075
2242,113.2875
2243,101.8775
2244,96.47
2245,114.3775
2246,109.87
2247,112.625
2248,136.0275
2249,126.28
2250,109.26
2251,201.6525
2252,206.235
2253,191.4775
2254,196.0925
2255,222.3075
2256,204.9475
2257,197.9125
2258,198.2875
2259,192.475
2260,209.4925
2261,191.655
2262,199.815
2263,191.8275
2264,196.0525
2265,177.8975
2266,188.53
2267,186.735
2268,181.3
2269,171.4275
2270,188.3175
2271,190.5775
2272,181.4175
2273,189.8275
2274,186.2875
2275,167.0325
2276,204.265
2277,172.1075
2278,179.3225
2279,163.235
2280,176.865
2281,195.2525
2282,168.8975
2283,177.9025
2284,168.125
2285,168.0775
2286,173.0775
2287,163.8775
2288,152.04
2289,156.2875
2290,167.915
2291,173.9925
2292,165.9625
2293,165.6425
2294,151.2625
2295,159.1975
2296,159.92
2297,152.4425
2298,168.8875
2299,155.69
2300,155.1625
2301,147.5375
2302,152.1675
2303,153.3825
2304,146.655
2305,157.2225
2306,146.825
2307,155.6475
2308,150.4425
2309,139.8175
2310,140.9375
2311,146.14
2312,137.745
2313,147.835
2314,137.65
2315,151.41
2316,165.635
2317,143.9275
2318,121.48
2319,125.9675
2320,149.325
2321,139.035
2322,138.245
2323,124.4175
2324,156.0775
2325,122.56
2326,131.5575
2327,140.74
2328,119.2
2329,137.2075
2330,104.5575
2331,103.1875
2332,127.5075
2333,108.9425
2334,115.4075
2335,109.0875
2336,114.1125
2337,110.55
2338,123.9475
2339,106.035
2340,107.4675
2341,116.745
2342,98.7625
2343,118.4575
2344,114.585
2345,113.56
2346,131.6575
2347,112.7625
2348,127.145
2349,94.3725
2350,104.495
2351,125.13
2352,95.89
2353,116.45
2354,115.845
2355,100.745
2356,107.3275
2357,104.175
2358,114.88
2359,117.795
2360,112.0975
2361,134.42
2362,92.5
2363,104.745
2364,81.51
2365,98.96
2366,98.915
2367,94.7425
2368,98.64
2369,94.94
2370,107.6275
2371,90.515
2372,95.79
2373,94.7975
2374,94.8075
2375,103.685
2376,76.135
2377,80.2875
2378,77.74
2379,96.9025
2380,90.76
2381,75.325
2382,80.27
2383,101.905
2384,78.925
2385,85.63
2386,91.6325
2387,90.87
2388,87.0975
2389,87.65
2390,98.3475
2391,93.395
2392,78.29
2393,72.6225
2394,84.6625
2395,75.065
2396,94.4025
2397,67.43
2398,66.6375
2399,79.9475
2400,67.02
2401,64.04
2402,70.9275
2403,56.4
2404,60.21
2405,59.0675
2406,42.845
2407,73.4525
2408,49.6825
2409,63.0925
2410,71.1375
2411,67.885
2412,46.215
2413,71.0375
2414,61.99
2415,65.81
2416,54.3175
2417,56.6
2418,34.9025
2419,40.2775
2420,40.4075
2421,39.805
2422,35.95
2423,45.5875
2424,36.59
2425,41.5075
2426,35.22
2427,39.0625
2428,36.0375
2429,18.86
2430,20.665
2431,29.415
2432,20.225
2433,10.6575
2434,20.21
2435,229.965
2436,216.205
2437,218.23
2438,213.99
2439,204.0425
2440,202.3075
2441,210.4575
2442,198.3425
2443,218.785
2444,217.135
2445,210.6125
2446,209.02
2447,201.89
2448,215.115
2449,209.22
2450,198.2375
2451,208.9725
2452,199.47
2453,199.2925
2454,188.865
2455,195.03
2456,201.05
2457,225.3075
2458,198.355
2459,217.3675
2460,203.415
2461,192.52
2462,194.6175
2463,205.77
2464,188.33
2465,189.0425
2466,182.285
2467,177.4325
2468,190.2275
2469,211.0375
2470,201.71
2471,187.0525
2472,194.0175
2473,185.9225
2474,200.5025
2475,193.1175
2476,176.2075
2477,169.8375
2478,170.1575
2479,189.895
2480,159.31
2481,183.8225
2482,167.615
2483,170.78
2484,180.4125
2485,174.94
2486,172.91
2487,185.4825
2488,166.0675
2489,174.185
2490,178.155
2491,168.6775
2492,167.55
2493,159.5375
2494,146.7475
2495,173.05
2496,156.9475
2497,166.7425
2498,164.4
2499,176.005
2500,177.285
2501,144.4875
2502,168.3725
2503,143.175
2504,165.3425
2505,162.13
2506,156.9275
2507,153.755
2508,166.935
2509,165.8225
2510,160.245
2511,155.585
2512,169.81
2513,158.9725
2514,140.7675
2515,146.51
2516,137.2575
2517,185.725
2518,153.6725
2519,144.99
2520,158.4475
2521,126.13
2522,135.045
2523,153.37
2524,140.1375
2525,148.54
2526,138.505
2527,141.4225
2528,140.8175
2529,148.635
2530,130.0775
2531,130.855
2532,141.9425
2533,142.9775
2534,116.0725
2535,111.7775
2536,120.7075
2537,139.3725
2538,141.8825
2539,136.2375
2540,136.5325
2541,99.11
2542,140.15
2543,133.3225
2544,119.4525
2545,109.275
2546,117.54
2547,116.46
2548,115.3875
2549,135.3525
2550,118.9575
2551,126.78
2552,114.1925
2553,117.7
2554,115.195
2555,119.7175
2556,94.8425
2557,109.5025
2558,108.11
2559,111.595
2560,111.445
2561,116.98
2562,111.635
2563,112.5025
2564,121.805
2565,98.04
2566,97.505
2567,97.925
2568,108.2425
2569,108.5875
2570,106.9975
2571,91.1925
2572,105.6775
2573,81.4125
2574,76.7925
2575,82.81
2576,74.58
2577,73.215
2578,99.7725
2579,81.415
2580,75.845
2581,71.2375
2582,64.5475
2583,193.825
2584,199.9725
2585,186.0075
2586,187.65
2587,185.935
2588,187.94
2589,191.0975
2590,191.13
2591,185.7075
2592,185.4425
2593,180.225
2594,181.2675
2595,193.76
2596,187.235
2597,183.095
2598,183.315
2599,178.135
2600,184.2425
2601,183.795
2602,216.445
2603,170.3375
2604,183.06
2605,168.1325
2606,171.685
2607,200.895
2608,169.325
2609,171.3925
2610,169.385
2611,172.9675
2612,173.625
2613,163.06
2614,165.0525
2615,154.6375
2616,181.3325
2617,163.115
2618,155.6225
2619,163.3325
2620,153.6925
2621,168.5025
2622,241.3075
2623,229.42
2624,218.5475
2625,226.8575
2626,217.02
2627,213.395
2628,227.155
2629,226.8725
2630,225.8625
2631,215.4675
2632,221.2
2633,227.3
2634,203.9825
2635,218.9375
2636,209.43
2637,217.9075
2638,206.87
2639,199.035
2640,217.44
2641,201.8375
2642,214.9375
2643,209.015
2644,204.6425
2645,210.67
2646,207.6375
2647,209.0875
2648,184.045
2649,221.13
2650,189.3675
2651,194.9325
2652,197.8175
2653,203.0825
2654,195.1425
2655,197.5525
2656,198.43
2657,193.885
2658,212.375
2659,217.5075
2660,194.58
2661,204.3
2662,184.74
2663,181.29
2664,166.8675
2665,207.705
2666,190.4525
2667,189.815
2668,194.35
2669,189.4875
2670,190.655
2671,180.2475
2672,189.03
2673,183.0725
2674,160.1225
2675,172.87
2676,184.945
2677,185.7725
2678,197.03
2679,183.99
2680,158.4075
2681,184.9875
2682,173.0375
2683,166.175
2684,162.64
2685,194.16
2686,166.9525
2687,175.5875
2688,188.18
2689,161.9125
2690,170.84
2691,193.105
2692,169.3725
2693,159.195
2694,183.2025
2695,163.815
2696,173.755
2697,170.8725
2698,170.2175
2699,161.775
2700,168.6125
2701,149.4225
2702,159.265
2703,167.935
2704,171.06
2705,160.0325
2706,160.4175
2707,150.2175
2708,155.435
2709,158.315
2710,160.345
2711,153.4625
2712,149.165
2713,156.12
2714,154.9675
2715,152.33
2716,143.09
2717,158.5125
2718,162.485
2719,151.2775
2720,143.22
2721,149.895
2722,150.725
2723,130.35
2724,137.7225
2725,142.5725
2726,154.0925
2727,135.85
2728,143.735
2729,154.2325
2730,144.33
2731,141.4975
2732,153.67
2733,142.66
2734,147.6775
2735,147.9725
2736,145.71
2737,140.3525
2738,151.725
2739,146.3175
2740,148.3175
2741,142.095
2742,133.95
2743,135.645
2744,143.6025
2745,138.475
2746,138.54
2747,148.44
2748,140.84
2749,157.6925
2750,159.225
2751,144.21
2752,219.2175
2753,202.7625
2754,204.1925
2755,222.0225
2756,217.2475
2757,209.7075
2758,215.26
2759,225.5375
2760,213.0725
2761,194.19
2762,207.0525
2763,205.25
2764,179.8375
2765,212.3225
2766,214.535
2767,189.2425
2768,194.3175
2769,194.0775
2770,194.6825
2771,197.6125
2772,200.7875
2773,189.7175
2774,198.2875
2775,189.3925
2776,187.9925
2777,198.9025
2778,187.515
2779,186.1475
2780,192.5
2781,174.5875
2782,176.6175
2783,184.875
2784,169.6175
2785,157.23
2786,190.5325
2787,181.76
2788,183.21
2789,173.015
2790,177.1925
2791,176.9025
2792,177.405
2793,172.8275
2794,174.15
2795,173.105
2796,165.4375
2797,164.35
2798,190.0725
2799,175.8225
2800,162.6625
2801,146.8575
2802,188.95
2803,159.435
2804,167.295
2805,168.4625
2806,174.775
2807,170.0825
2808,153.76
2809,177.4075
2810,167.4325
2811,159.135
2812,159.2525
2813,167.575
2814,160.8375
2815,165.1825
2816,169.5475
2817,163.0875
2818,157.6525
2819,161.8875
2820,149.295
2821,144.7675
2822,140.975
2823,156.8525
2824,147.05
2825,144.89
2826,149.41
2827,159.8025
2828,159.31
2829,146.855
2830,139.03
2831,134.8175
2832,137.6075
2833,142.1225
2834,166.64
2835,150.5275
2836,128.5925
2837,142.43
2838,130.5
2839,145.7425
2840,129.3875
2841,129.69
2842,139.7325
2843,131.1625
2844,138.84
2845,148.96
2846,140.59
2847,135.0675
2848,132.9175
2849,115.785
2850,128.9125
2851,92.6025
2852,142.885
2853,129.7975
2854,132.4575
2855,115.22
2856,112.5925
2857,143.9075
2858,128.2925
2859,134.6925
2860,131.0575
2861,121.7775
2862,136.9075
2863,98.1175
2864,123.24
2865,126.4225
2866,92.6625
2867,121.905
2868,126.355
2869,89.675
2870,117.7875
2871,100.1525
2872,118.6025
2873,100.2825
2874,121.6275
2875,108.96
2876,113.395
2877,89.635
2878,75.215
2879,95.2775
2880,82.3025
2881,74.285
2882,76.8325
2883,90.01
2884,71.06
2885,84.615
2886,66.945
2887,77.1
2888,82.91
2889,69.56
2890,64.0675
2891,62.145
2892,72.995
2893,60.32
2894,59.0925
2895,61.23
2896,62.26
2897,58.6675
2898,65.3875
2899,48.83
2900,51.6675
2901,58.625
2902,50.94
2903,53.7325
2904,58.09
2905,53.86
2906,53.195
2907,46.8425
2908,59.1025
2909,44.41
2910,45.5725
2911,43.0375
2912,43.315
2913,42.3325
2914,39.0175
2915,33.375
2916,42.3925
2917,41.22
2918,41.035
2919,38.9675
2920,31.9675
2921,33.265
2922,34.5575
2923,30.6475
2924,27.985
2925,31.2375
2926,29.55
2927,32.48
2928,29.6775
2929,26.8125
2930,28.385
2931,25.4175
2932,25.155
2933,24.67
2934,25.6175
2935,22.2975
2936,19.7425
2937,20.37
2938,208.3775
2939,194.27
2940,206.045
2941,214.1375
2942,217.75
2943,200.035
2944,194.8125
2945,188.41
2946,220.415
2947,193.84
2948,189.59
2949,182.8625
2950,201.94
2951,204.6575
2952,190.8675
2953,202.3925
2954,199.6325
2955,186.5825
2956,178.015
2957,189.215
2958,194.92
2959,206.725
2960,194.6
2961,183.5775
2962,171.04
2963,177.76
2964,194.365
2965,192.585
2966,209.735
2967,190.625
2968,177.1925
2969,179.8
2970,181.59
2971,184.88
2972,187.265
2973,171.9125
2974,183.2475
2975,173.55
2976,158.865
2977,160.285
2978,194.02
2979,162.0375
2980,186.8775
2981,167.895
2982,165.2
2983,172.5025
2984,166.6175
2985,150.84
2986,214.7475
2987,202.24
2988,197.515
2989,210.3675
2990,193.0125
2991,193.385
2992,203.2175
2993,204.7625
2994,189.66
2995,204.635
2996,196.93
2997,180.7775
2998,199.3975
2999,197.315
3000,210.1475
3001,191.6675
3002,194.36
3003,193.9775
3004,180.455
3005,188.79
3006,190.4025
3007,199.935
3008,202.745
3009,185.17
3010,180.3
3011,174.7875
3012,199.6025
3013,193.27
3014,178.49
3015,181.385
3016,185.3675
3017,163.6175
3018,160.665
3019,182.2125
3020,156.0525
3021,169.3075
3022,171.0925
3023,168.5675
3024,172.535
3025,173.3625
3026,168.64
3027,153.8825
3028,176.3225
3029,155.3625
3030,140.21
3031,170.4525
3032,164.6075
3033,166.4325
3034,165.47
3035,161.2725
3036,162.485
3037,164.855
3038,159.16
3039,169.3425
3040,153.8225
3041,147.285
3042,156.2525
3043,135.8125
3044,153.1325
3045,155.3525
3046,144.235
3047,155.53
3048,166.32
3049,130.4125
3050,147.78
3051,125.0225
3052,138.495
3053,141.9825
3054,137.18
3055,138.3525
3056,144.9075
3057,154.275
3058,142.92
3059,129.91
3060,136.9075
3061,113.1325
3062,222.1875
3063,224.895
3064,219.925
3065,223.435
3066,209.3875
3067,223.4975
3068,215.73
3069,226.1225
3070,202.5
3071,232.34
3072,200.8725
3073,195.98
3074,216.995
3075,207.725
3076,215.4625
3077,211.885
3078,213.715
3079,210.6375
3080,213.0025
3081,196.4025
3082,217.4925
3083,200.9625
3084,201.1725
3085,203.43
3086,208.05
3087,200.51
3088,189.4725
3089,190.35
3090,197.895
3091,197.04
3092,205.745
3093,191.6675
3094,196.7225
3095,191.895
3096,190.5125
3097,189.1775
3098,184.9425
3099,204.8775
3100,196.3125
3101,178.1025
3102,177.32
3103,190.855
3104,200.3775
3105,188.335
3106,195.1875
3107,165.105
3108,174.16
3109,182.2275
3110,178.95
3111,182.16
3112,164.465
3113,175.845
3114,184.185
3115,162.835
3116,170.0725
3117,172.6125
3118,183.3125
3119,172.2875
3120,176.58
3121,179.2675
3122,172.9
3123,183.9425
3124,178.37
3125,157.39
3126,179.955
3127,174.6675
3128,158.29
3129,162.0025
3130,151.705
3131,161.15
3132,149.275
3133,167.3625
3134,164.9175
3135,160.9825
3136,126.8625
3137,148.4775
3138,139.94
3139,161.87
3140,167.4625
3141,151.1025
3142,185.125
3143,159.475
3144,153.5875
3145,170.645
3146,166.185
3147,152.63
3148,156.885
3149,164.4525
3150,139.0725
3151,144.8825
3152,154.55
3153,151.4475
3154,135.4475
3155,145.84
3156,148.245
3157,141.3025
3158,154.3325
3159,127.4925
3160,134.94
3161,139.545
3162,145.8825
3163,143.035
3164,142.085
3165,135.775
3166,147.6075
3167,134.6125
3168,138.49
3169,154.245
3170,134.12
3171,156.265
3172,125.3675
3173,127.525
3174,116.9125
3175,116.9475
3176,108.385
3177,135.8125
3178,137.3725
3179,119.1125
3180,150.79
3181,132.2925
3182,127.2875
3183,131.63
3184,109.7325
3185,91.685
3186,97.6275
3187,120.6975
3188,97.4875
3189,97.105
3190,108.3075
3191,114.86
3192,120.175
3193,98.22
3194,94.4125
3195,90.16
3196,101.2775
3197,110.9825
3198,126.3925
3199,122.825
3200,118.4125
3201,108.295
3202,186.2725
3203,194.735
3204,196.055
3205,193.9475
3206,192.59
3207,184.1275
3208,195.915
3209,204.44
3210,187.35
3211,185.315
3212,185.39
3213,186.2525
3214,179.2875
3215,185.0675
3216,187.7825
3217,196.0725
3218,183.995
3219,177.065
3220,178.0775
3221,160.04
3222,179.905
3223,180.4825
3224,183.0025
3225,177.75
3226,189.5375
3227,212.2325
3228,164.745
3229,169.1925
3230,179.6325
3231,180.2425
3232,190.645
3233,170.6725
3234,160.3825
3235,166.9975
3236,162.87
3237,158.275
3238,153.6025
3239,159.62
3240,161.9975
3241,156.3625
3242,175.2975
3243,170.8875
3244,156.975
3245,164.6575
3246,159.01
3247,159.2725
3248,180.2875
3249,144.8425
3250,147.6425
3251,157.9325
3252,157.97
3253,152.4975
3254,151.6075
3255,163.25
3256,156.9125
3257,163.9175
3258,146.1825
3259,152.0825
3260,142.11
3261,144.4575
3262,147.7875
3263,139.3625
3264,128.5075
3265,147.0875
3266,132.3725
3267,131.6575
3268,137.0625
3269,163.1475
3270,116.755
3271,124.355
3272,130.7
3273,130.26
3274,128.9425
3275,135.115
3276,132.8675
3277,129.3975
3278,133.4175
3279,125.645
3280,119.4875
3281,121.1425
3282,123.215
3283,117.34
3284,119.995
3285,134.5475
3286,126.525
3287,128.0875
3288,123.295
3289,113.7775
3290,117.2025
3291,124.4975
3292,111.14
3293,119.57
3294,116.5525
3295,134.0175
3296,106.1075
3297,109.7575
3298,117.82
3299,118.78
3300,115.3225
3301,93.975
3302,110.0075
3303,110.6675
3304,111.58
3305,122.12
3306,100.7425
3307,97.9475
3308,107.8625
3309,101.6725
3310,91.285
3311,101.58
3312,99.5675
3313,98.6525
3314,96.7325
3315,98.935
3316,94.38
3317,89.2075
3318,101.37
3319,125.89
3320,92.3525
3321,118.1575
3322,92.67
3323,97.895
3324,141.8625
3325,85.8525
3326,82.305
3327,105.9525
3328,98.02
3329,112.435
3330,94.1125
3331,90.7675
3332,99.765
3333,101.4325
3334,97.155
3335,110.3025
3336,87.2525
3337,76.3825
3338,112.34
3339,93.085
3340,106.0575
3341,83.99
3342,83.54
3343,121.7175
3344,98.93
3345,79.455
3346,90.57
3347,94.26
3348,94.2775
3349,89.735
3350,95.025
3351,92.08
3352,81.54
3353,84.68
3354,98.5025
3355,109.7575
3356,92.2275
3357,120.0875
3358,81.6775
3359,85.0975
3360,228.3625
3361,234.0875
3362,223.0275
3363,217.0675
3364,233.94
3365,208.4375
3366,205.77
3367,218.0875
3368,205.5525
3369,205.3225
3370,229.4
3371,209.795
3372,194.64
3373,195.7825
3374,195.685
3375,213.5025
3376,191.71
3377,188.2925
3378,209.185
3379,201.8025
3380,183.545
3381,202.89
3382,221.1375
3383,196.4425
3384,184.4825
3385,196.365
3386,188.0575
3387,183.2875
3388,187.64
3389,189.0
3390,193.635
3391,206.8325
3392,189.7775
3393,174.7925
3394,185.38
3395,193.3275
3396,187.36
3397,184.285
3398,180.545
3399,178.2525
3400,176.17
3401,175.745
3402,177.325
3403,176.2175
3404,178.805
3405,173.47
3406,179.3525
3407,167.9975
3408,161.385
3409,154.88
3410,166.3625
3411,148.6425
3412,155.83
3413,148.545
3414,143.5475
3415,164.725
3416,163.56
3417,157.5525
3418,158.67
3419,155.44
3420,152.67
3421,166.6975
3422,163.62
3423,167.53
3424,160.675
3425,135.29
3426,156.01
3427,155.1275
3428,134.4925
3429,148.3675
3430,166.8075
3431,148.375
3432,164.375
3433,139.39
3434,154.8625
3435,146.43
3436,139.855
3437,121.2425
3438,133.9625
3439,154.7975
3440,128.2525
3441,149.14
3442,153.2825
3443,163.935
3444,133.6775
3445,159.35
3446,128.7475
3447,136.96
3448,145.1325
3449,146.48
3450,136.265
3451,138.195
3452,143.4925
3453,135.38
3454,123.2475
3455,146.705
3456,137.07
3457,129.42
3458,141.1375
3459,125.18
3460,111.65
3461,113.6675
3462,138.2475
3463,146.82
3464,129.455
3465,129.5475
3466,142.995
3467,122.2525
3468,147.1375
3469,127.0275
3470,145.785
3471,130.3475
3472,109.11
3473,149.3225
3474,119.2675
3475,125.285
3476,122.1575
3477,123.5025
3478,98.235
3479,119.2525
3480,105.8625
3481,111.825
3482,99.4525
3483,135.865
3484,114.525
3485,109.27
3486,127.665
3487,119.56
3488,133.9525
3489,105.9275
3490,101.195
3491,112.885
3492,102.9075
3493,144.43
3494,105.4175
3495,98.55
3496,108.87
3497,117.2475
3498,101.0
3499,101.625
3500,131.62
3501,109.225
3502,110.3475
3503,114.84
3504,103.46
3505,101.9875
3506,102.625
3507,95.755
3508,106.8925
3509,132.8725
3510,111.1675
3511,95.265
3512,121.5625
3513,106.0025
3514,92.575
3515,114.63
3516,120.2375
3517,126.9925
3518,106.84
3519,98.02
3520,91.115
3521,84.805
3522,104.4825
3523,100.1925
3524,106.765
3525,93.2975
3526,115.275
3527,99.325
3528,116.2525
3529,108.5725
3530,100.79
3531,194.6825
3532,188.6225
3533,189.2275
3534,199.6125
3535,183.045
3536,196.6975
3537,184.11
3538,179.4925
3539,193.845
3540,189.315
3541,176.2875
3542,187.3325
3543,180.9875
3544,199.64
3545,185.61
3546,182.1625
3547,187.2175
3548,170.0625
3549,180.0225
3550,178.7975
3551,176.06
3552,180.5
3553,176.3225
3554,168.125
3555,175.6775
3556,168.345
3557,171.935
3558,173.91
3559,165.0475
3560,170.8875
3561,177.15
3562,170.73
3563,167.16
3564,157.19
3565,180.5275
3566,160.415
3567,154.1175
3568,169.4825
3569,153.1775
3570,148.3525
3571,164.23
3572,160.0975
3573,157.795
3574,156.73
3575,146.4225
3576,142.4225
3577,153.915
3578,150.7475
3579,143.2
3580,146.28
3581,146.1475
3582,139.58
3583,146.41
3584,152.75
3585,147.8975
3586,145.7675
3587,149.525
3588,137.9675
3589,155.315
3590,138.0825
3591,129.1575
3592,146.0
3593,134.73
3594,147.58
3595,134.46
3596,130.51
3597,124.71
3598,137.6725
3599,130.76
3600,137.28
3601,128.2675
3602,126.87
3603,128.87
3604,125.485
3605,129.685
3606,118.115
3607,134.515
3608,122.6825
3609,126.415
3610,120.5925
3611,114.8325
3612,113.8
3613,129.595
3614,112.8175
3615,115.4075
3616,119.885
3617,130.3725
3618,120.08
3619,122.4375
3620,110.125
3621,107.2675
3622,109.335
3623,106.975
3624,111.55
3625,110.605
3626,112.5175
3627,109.74
3628,99.225
3629,103.9575
3630,94.76
3631,84.94
3632,100.9575
3633,111.7675
3634,100.2375
3635,98.585
3636,85.6175
3637,97.0625
3638,89.86
3639,106.51
3640,98.925
3641,86.69
3642,81.5925
3643,89.6475
3644,96.055
3645,95.535
3646,94.22
3647,70.055
3648,100.475
3649,86.06
3650,76.795
3651,79.775
3652,89.155
3653,77.925
3654,86.765
3655,78.83
3656,72.8525
3657,80.4575
3658,71.095
3659,93.015
3660,92.14
3661,66.18
3662,85.3275
3663,88.665
3664,72.0025
3665,91.6525
3666,84.645
3667,86.0475
3668,59.3
3669,82.7425
3670,75.45
3671,72.0975
3672,77.1175
3673,74.225
3674,218.105
3675,198.8525
3676,202.115
3677,196.7025
3678,199.4975
3679,211.99
3680,195.1325
3681,200.1825
3682,193.45
3683,194.385
3684,193.225
3685,191.005
3686,190.16
3687,186.12
3688,207.21
3689,195.245
3690,185.45
3691,190.6525
3692,191.425
3693,173.7925
3694,186.8525
3695,190.81
3696,190.08
3697,179.3375
3698,198.7125
3699,187.085
3700,177.84
3701,168.955
3702,170.7125
3703,175.5
3704,177.985
3705,184.0825
3706,160.0675
3707,159.0225
3708,173.6875
3709,185.85
3710,175.305
3711,169.0775
3712,166.875
3713,155.85
3714,160.435
3715,154.6725
3716,156.9425
3717,147.9625
3718,162.9525
3719,160.5325
3720,162.79
3721,154.5375
3722,154.95
3723,160.165
3724,160.42
3725,152.8325
3726,158.6225
3727,144.625
3728,149.1275
3729,153.17
3730,146.015
3731,135.0175
3732,152.4675
3733,150.5225
3734,130.8575
3735,142.515
3736,142.1525
3737,137.6075
3738,126.7125
3739,153.97
3740,145.4825
3741,134.7675
3742,131.7925
3743,116.73
3744,139.815
3745,118.64
3746,122.66
3747,126.04
3748,139.0325
3749,126.4525
3750,123.525
3751,131.99
3752,124.765
3753,129.46
3754,122.9375
3755,148.8425
3756,110.0
3757,137.36
3758,136.88
3759,127.4725
3760,112.865
3761,122.5025
3762,107.0325
3763,115.2525
3764,92.8575
3765,98.7825
3766,105.1625
3767,101.94
3768,129.3225
3769,120.84
3770,108.5275
3771,111.165
3772,106.855
3773,115.8325
3774,104.4275
3775,92.7325
3776,93.995
3777,92.39
3778,135.785
3779,98.315
3780,96.11
3781,96.88
3782,111.09
3783,118.765
3784,120.35
3785,96.98
3786,97.0725
3787,112.8425
3788,108.5625
3789,109.3275
3790,93.995
3791,78.5475
3792,89.39
3793,93.135
3794,76.275
3795,88.215
3796,87.76
3797,96.3
3798,92.39
3799,86.4275
3800,95.3025
3801,78.37
3802,92.36
3803,86.6925
3804,85.595
3805,82.395
3806,99.4625
3807,99.695
3808,75.1025
3809,71.24
3810,80.795
3811,79.14
3812,71.87
3813,82.1175
3814,78.9425
3815,76.475
3816,79.7675
3817,73.89
3818,59.085
3819,70.725
3820,79.6325
3821,51.5175
3822,64.9975
3823,63.99
3824,62.56
3825,61.795
3826,56.3275
3827,52.4175
3828,63.2475
3829,60.5675
3830,54.4475
3831,78.0925
3832,49.3075
3833,55.03
3834,43.2225
3835,46.92
3836,49.255
3837,57.1825
3838,55.175
3839,57.7475
3840,43.6625
3841,46.8575
3842,39.1775
3843,52.7775
3844,45.2825
3845,52.1225
3846,44.4525
3847,35.845
3848,46.9625
3849,27.0275
3850,41.4475
3851,30.085
3852,15.9075
3853,25.265
3854,24.48
3855,23.475
3856,32.66
3857,26.905
3858,19.1925
3859,17.995
3860,18.9075
3861,23.635
3862,26.83
3863,16.455
3864,24.445
3865,8.69
3866,9.565
3867,13.3625
